,power
1979,77.792
1980,75.284
1981,72.002
1982,68.556
1983,64.578
1984,60.134
1985,55.108
1986,49.253
1987,42.682
1988,34.739
1989,26.069
1990,18.031
1991,11.067
1992,5.654
1993,1.575
1994,-0.08
1995,-0.485
1996,-0.359
1997,-0.312
1998,-0.326
1999,-0.323
2000,-0.326
2001,-0.337
2002,-0.323
2003,-0.329
2004,-0.321
2005,-0.324
2006,-0.324
2007,-0.325
2008,-0.326
2009,-0.336
2010,-0.311
2011,-0.327
2012,-0.338
2013,-0.327
2014,-0.324
2015,-0.33
2016,-0.339
2017,-0.319
2018,-0.327
2019,-0.325
2020,-0.317
2021,-0.334
2022,-0.34
2023,-0.335
2024,-0.321
2025,-0.322
2026,-0.32
2027,-0.326
2028,-0.337
2029,-0.324
2030,-0.343
2031,-0.329
2032,-0.346
2033,-0.338
2034,-0.346
2035,-0.32
2036,-0.339
2037,-0.342
2038,-0.332
2039,-0.295
2040,-0.343
2041,-0.341
2042,-0.335
2043,-0.331
2044,-0.354
2045,-0.331
2046,-0.41
2047,-0.32
2048,1.066
2049,5.707
2050,13.007
2051,21.452
2052,30.35
2053,38.765
2054,46.201
2055,52.658
2056,58.214
2057,63.362
2058,67.768
2059,71.673
2060,74.892
2061,77.511
2062,80.09
2063,82.149
2064,83.689
2065,85.178
2066,86.276
2067,86.245
2068,86.431
2069,86.068
2070,85.816
2071,84.733
2072,83.26
2073,81.764
2074,79.675
2075,78.188
2076,75.668
2077,72.629
2078,68.935
2079,65.11
2080,61.35
2081,56.68
2082,50.839
2083,44.327
2084,37.042
2085,28.098
2086,19.131
2087,11.641
2088,5.784
2089,1.491
2090,-0.147
2091,-0.454
2092,-0.371
2093,-0.332
2094,-0.33
2095,-0.318
2096,-0.331
2097,-0.33
2098,-0.322
2099,-0.321
2100,-0.331
2101,-0.321
2102,-0.317
2103,-0.334
2104,-0.339
2105,-0.325
2106,-0.319
2107,-0.315
2108,-0.326
2109,-0.319
2110,-0.322
2111,-0.318
2112,-0.319
2113,-0.343
2114,-0.322
2115,-0.323
2116,-0.331
2117,-0.332
2118,-0.322
2119,-0.325
2120,-0.324
2121,-0.328
2122,-0.333
2123,-0.326
2124,-0.323
2125,-0.327
2126,-0.331
2127,-0.333
2128,-0.342
2129,-0.329
2130,-0.33
2131,-0.33
2132,-0.352
2133,-0.335
2134,-0.326
2135,-0.337
2136,-0.332
2137,-0.337
2138,-0.341
2139,-0.338
2140,-0.328
2141,-0.349
2142,-0.403
2143,-0.294
2144,1.198
2145,6.161
2146,13.565
2147,22.126
2148,31.327
2149,40.054
2150,47.624
2151,54.075
2152,59.352
2153,64.418
2154,68.98
2155,72.727
2156,76.134
2157,79.126
2158,81.606
2159,83.404
2160,85.022
2161,86.516
2162,87.419
2163,87.957
2164,88.15
2165,88.176
2166,87.972
2167,87.126
2168,86.002
2169,84.545
2170,82.214
2171,79.547
2172,76.889
2173,73.827
2174,70.253
2175,65.907
2176,61.364
2177,56.973
2178,51.005
2179,44.434
2180,36.614
2181,27.892
2182,18.993
2183,11.688
2184,5.941
2185,1.612
2186,-0.119
2187,-0.466
2188,-0.373
2189,-0.314
2190,-0.327
2191,-0.31
2192,-0.334
2193,-0.319
2194,-0.335
2195,-0.326
2196,-0.341
2197,-0.315
2198,-0.33
2199,-0.338
2200,-0.33
2201,-0.324
2202,-0.327
2203,-0.324
2204,-0.308
2205,-0.337
2206,-0.326
2207,-0.325
2208,-0.32
2209,-0.318
2210,-0.322
2211,-0.332
2212,-0.324
2213,-0.33
2214,-0.322
2215,-0.334
2216,-0.317
2217,-0.343
2218,-0.335
2219,-0.311
2220,-0.304
2221,-0.332
2222,-0.321
2223,-0.333
2224,-0.342
2225,-0.329
2226,-0.331
2227,-0.336
2228,-0.335
2229,-0.343
2230,-0.343
2231,-0.331
2232,-0.341
2233,-0.337
2234,-0.339
2235,-0.331
2236,-0.328
2237,-0.322
2238,-0.438
2239,-0.259
2240,1.329
2241,6.829
2242,14.566
2243,23.342
2244,32.442
2245,41.261
2246,48.849
2247,55.019
2248,60.385
2249,65.264
2250,69.68
2251,73.616
2252,76.461
2253,79.614
2254,82.626
2255,85.08
2256,87.472
2257,89.499
2258,90.706
2259,91.429
2260,91.318
2261,90.944
2262,90.531
2263,89.338
2264,87.862
2265,85.924
2266,84.223
2267,80.704
2268,78.307
2269,74.811
2270,71.086
2271,66.712
2272,63.756
2273,58.938
2274,50.791
2275,42.022
2276,36.097
2277,27.959
2278,19.663
2279,12.315
2280,6.608
2281,1.846
2282,0.004
2283,-0.446
2284,-0.411
2285,-0.331
2286,-0.332
2287,-0.314
2288,-0.327
2289,-0.326
2290,-0.331
2291,-0.317
2292,-0.329
2293,-0.331
2294,-0.318
2295,-0.318
2296,-0.308
2297,-0.32
2298,-0.321
2299,-0.326
2300,-0.318
2301,-0.325
2302,-0.312
2303,-0.324
2304,-0.323
2305,-0.325
2306,-0.318
2307,-0.336
2308,-0.316
2309,-0.332
2310,-0.308
2311,-0.308
2312,-0.311
2313,-0.32
2314,-0.315
2315,-0.324
2316,-0.316
2317,-0.299
2318,-0.318
2319,-0.325
2320,-0.314
2321,-0.311
2322,-0.321
2323,-0.335
2324,-0.321
2325,-0.332
2326,-0.328
2327,-0.323
2328,-0.341
2329,-0.333
2330,-0.334
2331,-0.335
2332,-0.333
2333,-0.335
2334,-0.446
2335,-0.232
2336,1.48
2337,7.259
2338,15.264
2339,24.054
2340,33.537
2341,41.974
2342,49.358
2343,55.656
2344,61.292
2345,65.97
2346,70.274
2347,74.314
2348,77.952
2349,80.727
2350,83.202
2351,85.384
2352,86.847
2353,88.084
2354,88.154
2355,88.553
2356,89.028
2357,88.888
2358,88.203
2359,87.474
2360,86.767
2361,85.027
2362,82.759
2363,80.386
2364,77.205
2365,73.504
2366,69.781
2367,65.008
2368,60.735
2369,55.891
2370,50.56
2371,43.05
2372,35.976
2373,27.511
2374,19.444
2375,12.195
2376,6.809
2377,2.264
2378,0.086
2379,-0.452
2380,-0.414
2381,-0.325
2382,-0.32
2383,-0.303
2384,-0.313
2385,-0.323
2386,-0.322
2387,-0.309
2388,-0.327
2389,-0.32
2390,-0.318
2391,-0.312
2392,-0.312
2393,-0.316
2394,-0.316
2395,-0.325
2396,-0.316
2397,-0.334
2398,-0.308
2399,-0.321
2400,-0.307
2401,-0.327
2402,-0.304
2403,-0.324
2404,-0.323
2405,-0.318
2406,-0.318
2407,-0.296
2408,-0.316
2409,-0.31
2410,-0.313
2411,-0.32
2412,-0.305
2413,-0.315
2414,-0.329
2415,-0.325
2416,-0.319
2417,-0.32
2418,-0.312
2419,-0.326
2420,-0.311
2421,-0.305
2422,-0.327
2423,-0.333
2424,-0.317
2425,-0.333
2426,-0.34
2427,-0.328
2428,-0.321
2429,-0.35
2430,-0.454
2431,-0.244
2432,1.268
2433,6.231
2434,13.848
2435,22.521
2436,31.618
2437,39.903
2438,47.864
2439,53.604
2440,58.576
2441,63.78
2442,68.547
2443,72.858
2444,76.609
2445,80.381
2446,83.379
2447,86.248
2448,87.985
2449,89.105
2450,90.265
2451,90.601
2452,90.738
2453,90.614
2454,89.053
2455,87.578
2456,86.22
2457,84.361
2458,81.99
2459,79.33
2460,76.424
2461,72.114
2462,68.211
2463,64.583
2464,60.52
2465,55.929
2466,50.476
2467,44.781
2468,38.057
2469,29.375
2470,21.119
2471,13.935
2472,7.878
2473,2.514
2474,0.13
2475,-0.438
2476,-0.417
2477,-0.322
2478,-0.321
2479,-0.319
2480,-0.32
2481,-0.329
2482,-0.331
2483,-0.32
2484,-0.347
2485,-0.336
2486,-0.327
2487,-0.316
2488,-0.314
2489,-0.325
2490,-0.317
2491,-0.331
2492,-0.33
2493,-0.327
2494,-0.32
2495,-0.319
2496,-0.307
2497,-0.315
2498,-0.317
2499,-0.304
2500,-0.308
2501,-0.322
2502,-0.32
2503,-0.307
2504,-0.317
2505,-0.308
2506,-0.311
2507,-0.31
2508,-0.324
2509,-0.325
2510,-0.318
2511,-0.305
2512,-0.312
2513,-0.317
2514,-0.325
2515,-0.307
2516,-0.319
2517,-0.325
2518,-0.326
2519,-0.295
2520,-0.325
2521,-0.323
2522,-0.318
2523,-0.322
2524,-0.322
2525,-0.317
2526,-0.429
2527,-0.282
2528,1.924
2529,7.945
2530,16.396
2531,25.075
2532,34.94
2533,42.242
2534,49.775
2535,55.768
2536,56.593
2537,66.299
2538,70.019
2539,74.362
2540,75.882
2541,80.953
2542,83.654
2543,85.406
2544,85.851
2545,88.421
2546,89.848
2547,90.721
2548,90.32
2549,84.27
2550,75.511
2551,53.49
2552,89.934
2553,84.149
2554,83.31
2555,81.765
2556,79.484
2557,74.949
2558,72.811
2559,67.5
2560,65.532
2561,58.38
2562,53.179
2563,47.189
2564,40.715
2565,31.51
2566,23.411
2567,14.853
2568,7.762
2569,2.573
2570,0.184
2571,-0.45
2572,-0.428
2573,-0.325
2574,-0.321
2575,-0.312
2576,-0.325
2577,-0.324
2578,-0.326
2579,-0.339
2580,-0.324
2581,-0.343
2582,-0.34
2583,-0.339
2584,-0.331
2585,-0.325
2586,-0.319
2587,-0.308
2588,-0.324
2589,-0.324
2590,-0.325
2591,-0.325
2592,-0.318
2593,-0.304
2594,-0.323
2595,-0.332
2596,-0.319
2597,-0.309
2598,-0.326
2599,-0.324
2600,-0.32
2601,-0.315
2602,-0.309
2603,-0.318
2604,-0.319
2605,-0.301
2606,-0.323
2607,-0.321
2608,-0.316
2609,-0.304
2610,-0.33
2611,-0.334
2612,-0.332
2613,-0.331
2614,-0.344
2615,-0.323
2616,-0.325
2617,-0.319
2618,-0.342
2619,-0.338
2620,-0.333
2621,-0.325
2622,-0.463
2623,-0.176
2624,2.111
2625,7.874
2626,15.889
2627,24.854
2628,33.944
2629,41.815
2630,48.713
2631,54.487
2632,58.94
2633,63.25
2634,67.58
2635,71.685
2636,74.345
2637,78.563
2638,82.844
2639,85.746
2640,87.53
2641,89.124
2642,90.247
2643,90.45
2644,91.092
2645,90.809
2646,89.947
2647,89.521
2648,88.162
2649,86.729
2650,84.688
2651,82.094
2652,79.04
2653,75.47
2654,71.722
2655,67.747
2656,63.17
2657,58.415
2658,52.796
2659,46.83
2660,39.179
2661,30.51
2662,21.605
2663,13.788
2664,7.214
2665,2.578
2666,0.222
2667,-0.42
2668,-0.445
2669,-0.339
2670,-0.317
2671,-0.33
2672,-0.345
2673,-0.329
2674,-0.339
2675,-0.33
2676,-0.343
2677,-0.338
2678,-0.351
2679,-0.329
2680,-0.321
2681,-0.327
2682,-0.33
2683,-0.32
2684,-0.34
2685,-0.305
2686,-0.322
2687,-0.337
2688,-0.287
2689,-0.335
2690,-0.331
2691,-0.321
2692,-0.324
2693,-0.329
2694,-0.332
2695,-0.318
2696,-0.325
2697,-0.333
2698,-0.331
2699,-0.339
2700,-0.333
2701,-0.327
2702,-0.338
2703,-0.34
2704,-0.323
2705,-0.333
2706,-0.336
2707,-0.331
2708,-0.339
2709,-0.34
2710,-0.342
2711,-0.341
2712,-0.33
2713,-0.335
2714,-0.33
2715,-0.335
2716,-0.339
2717,-0.335
2718,-0.453
2719,-0.112
2720,2.121
2721,7.502
2722,15.256
2723,23.768
2724,32.351
2725,40.164
2726,47.032
2727,53.13
2728,58.842
2729,64.092
2730,68.557
2731,72.304
2732,76.078
2733,79.355
2734,81.237
2735,83.149
2736,84.978
2737,87.718
2738,89.643
2739,90.459
2740,90.476
2741,90.223
2742,89.415
2743,88.641
2744,87.716
2745,86.008
2746,84.228
2747,81.836
2748,79.07
2749,76.09
2750,72.131
2751,67.573
2752,62.948
2753,57.824
2754,52.046
2755,45.861
2756,38.353
2757,30.3
2758,21.258
2759,13.163
2760,7.019
2761,2.649
2762,0.203
2763,-0.432
2764,-0.446
2765,-0.334
2766,-0.337
2767,-0.341
2768,-0.326
2769,-0.332
2770,-0.339
2771,-0.33
2772,-0.339
2773,-0.336
2774,-0.347
2775,-0.328
2776,-0.337
2777,-0.335
2778,-0.325
2779,-0.335
2780,-0.331
2781,-0.324
2782,-0.31
2783,-0.338
2784,-0.327
2785,-0.319
2786,-0.323
2787,-0.324
2788,-0.318
2789,-0.308
2790,-0.317
2791,-0.301
2792,-0.332
2793,-0.315
2794,-0.326
2795,-0.317
2796,-0.322
2797,-0.33
2798,-0.325
2799,-0.312
2800,-0.329
2801,-0.323
2802,-0.319
2803,-0.333
2804,-0.323
2805,-0.338
2806,-0.341
2807,-0.341
2808,-0.326
2809,-0.336
2810,-0.336
2811,-0.349
2812,-0.327
2813,-0.348
2814,-0.455
2815,-0.11
2816,1.863
2817,6.908
2818,14.399
2819,23.448
2820,31.895
2821,39.872
2822,46.63
2823,52.782
2824,58.493
2825,63.47
2826,67.921
2827,71.895
2828,75.249
2829,78.12
2830,80.919
2831,83.568
2832,85.726
2833,87.167
2834,88.017
2835,88.947
2836,89.291
2837,89.148
2838,88.49
2839,87.477
2840,86.624
2841,85.595
2842,83.511
2843,81.193
2844,78.509
2845,74.938
2846,71.498
2847,67.101
2848,62.346
2849,57.714
2850,52.024
2851,45.899
2852,39.057
2853,30.709
2854,21.915
2855,13.909
2856,7.374
2857,2.716
2858,0.234
2859,-0.42
2860,-0.456
2861,-0.331
2862,-0.323
2863,-0.32
2864,-0.328
2865,-0.326
2866,-0.318
2867,-0.327
2868,-0.322
2869,-0.326
2870,-0.336
2871,-0.324
2872,-0.314
2873,-0.317
2874,-0.322
2875,-0.328
2876,-0.319
2877,-0.329
2878,-0.32
2879,-0.321
2880,-0.322
2881,-0.33
2882,-0.32
2883,-0.323
2884,-0.315
2885,-0.331
2886,-0.333
2887,-0.33
2888,-0.328
2889,-0.314
2890,-0.335
2891,-0.318
2892,-0.324
2893,-0.344
2894,-0.328
2895,-0.328
2896,-0.332
2897,-0.352
2898,-0.337
2899,-0.331
2900,-0.329
2901,-0.355
2902,-0.346
2903,-0.337
2904,-0.334
2905,-0.341
2906,-0.343
2907,-0.339
2908,-0.34
2909,-0.329
2910,-0.467
2911,-0.063
2912,2.191
2913,7.175
2914,14.267
2915,21.74
2916,31.481
2917,39.856
2918,44.163
2919,49.472
2920,54.911
2921,59.332
2922,50.783
2923,46.433
2924,42.249
2925,40.686
2926,44.523
2927,60.281
2928,68.041
2929,28.137
2930,21.827
2931,20.251
2932,31.301
2933,45.822
2934,33.913
2935,42.109
2936,38.357
2937,53.719
2938,42.358
2939,37.41
2940,41.463
2941,40.501
2942,23.443
2943,25.735
2944,35.057
2945,45.054
2946,32.954
2947,25.055
2948,35.465
2949,27.023
2950,18.681
2951,12.153
2952,6.613
2953,2.559
2954,0.352
2955,-0.4
2956,-0.446
2957,-0.332
2958,-0.342
2959,-0.335
2960,-0.335
2961,-0.325
2962,-0.357
2963,-0.344
2964,-0.333
2965,-0.343
2966,-0.353
2967,-0.349
2968,-0.341
2969,-0.35
2970,-0.329
2971,-0.346
2972,-0.342
2973,-0.324
2974,-0.332
2975,-0.329
2976,-0.334
2977,-0.33
2978,-0.336
2979,-0.345
2980,-0.348
2981,-0.342
2982,-0.338
2983,-0.352
2984,-0.341
2985,-0.323
2986,-0.34
2987,-0.333
2988,-0.342
2989,-0.34
2990,-0.314
2991,-0.324
2992,-0.334
2993,-0.326
2994,-0.314
2995,-0.332
2996,-0.342
2997,-0.332
2998,-0.337
2999,-0.311
3000,-0.324
3001,-0.327
3002,-0.343
3003,-0.331
3004,-0.345
3005,-0.335
3006,-0.442
3007,-0.396
3008,-0.157
3009,0.624
3010,1.817
3011,4.334
3012,7.173
3013,11.276
3014,17.534
3015,24.918
3016,33.153
3017,40.713
3018,42.549
3019,46.599
3020,62.715
3021,69.866
3022,77.748
3023,79.253
3024,64.169
3025,78.984
3026,85.486
3027,86.433
3028,86.617
3029,87.945
3030,87.786
3031,87.011
3032,87.544
3033,83.794
3034,73.108
3035,71.094
3036,74.69
3037,67.077
3038,69.559
3039,66.021
3040,60.932
3041,55.577
3042,50.249
3043,44.262
3044,37.51
3045,29.566
3046,21.018
3047,13.298
3048,7.269
3049,2.662
3050,0.201
3051,-0.429
3052,-0.43
3053,-0.325
3054,-0.338
3055,-0.341
3056,-0.339
3057,-0.332
3058,-0.35
3059,-0.342
3060,-0.335
3061,-0.348
3062,-0.346
3063,-0.335
3064,-0.333
3065,-0.328
3066,-0.339
3067,-0.327
3068,-0.345
3069,-0.342
3070,-0.332
3071,-0.323
3072,-0.334
3073,-0.335
3074,-0.342
3075,-0.333
3076,-0.342
3077,-0.337
3078,-0.354
3079,-0.349
3080,-0.342
3081,-0.351
3082,-0.349
3083,-0.336
3084,-0.334
3085,-0.316
3086,-0.34
3087,-0.329
3088,-0.339
3089,-0.348
3090,-0.347
3091,-0.336
3092,-0.343
3093,-0.339
3094,-0.346
3095,-0.335
3096,-0.347
3097,-0.347
3098,-0.33
3099,-0.329
3100,-0.337
3101,-0.345
3102,-0.471
3103,-0.218
3104,0.661
3105,2.727
3106,4.326
3107,5.068
3108,13.03
3109,23.33
3110,13.544
3111,35.847
3112,54.005
3113,45.172
3114,38.966
3115,59
3116,63.395
3117,59.542
3118,67.281
3119,66.773
3120,56.97
3121,39.628
3122,21.114
3123,35.5
3124,36.656
3125,32.035
3126,28.927
3127,51.321
3128,37.998
3129,31.766
3130,19.936
3131,31.275
3132,38.583
3133,47.699
3134,22.111
3135,13.036
3136,21.897
3137,26.447
3138,18.825
3139,20.324
3140,7.773
3141,5.334
3142,4.826
3143,3.582
3144,1.018
3145,0.116
3146,-0.356
3147,-0.452
3148,-0.392
3149,-0.326
3150,-0.331
3151,-0.336
3152,-0.337
3153,-0.343
3154,-0.351
3155,-0.331
3156,-0.334
3157,-0.329
3158,-0.327
3159,-0.317
3160,-0.323
3161,-0.333
3162,-0.333
3163,-0.341
3164,-0.34
3165,-0.32
3166,-0.329
3167,-0.341
3168,-0.329
3169,-0.327
3170,-0.319
3171,-0.322
3172,-0.33
3173,-0.321
3174,-0.335
3175,-0.323
3176,-0.31
3177,-0.333
3178,-0.327
3179,-0.335
3180,-0.32
3181,-0.358
3182,-0.335
3183,-0.322
3184,-0.326
3185,-0.331
3186,-0.321
3187,-0.335
3188,-0.332
3189,-0.324
3190,-0.335
3191,-0.327
3192,-0.329
3193,-0.33
3194,-0.342
3195,-0.346
3196,-0.34
3197,-0.35
3198,-0.46
3199,0.028
3200,2.368
3201,4.35
3202,8.084
3203,9.801
3204,11.375
3205,14.886
3206,23.279
3207,36.142
3208,51.134
3209,62.547
3210,66.39
3211,68.669
3212,71.334
3213,74.602
3214,59.901
3215,66.38
3216,37.889
3217,39.375
3218,39.968
3219,70.796
3220,89.892
3221,88.384
3222,86.413
3223,86.21
3224,84.137
3225,82.395
3226,81.186
3227,78.117
3228,72.925
3229,71.065
3230,65.398
3231,49.801
3232,56.2
3233,45.16
3234,32.236
3235,7.792
3236,6.849
3237,4.197
3238,4.006
3239,5.02
3240,4.792
3241,0.796
3242,-0.201
3243,-0.462
3244,-0.358
3245,-0.32
3246,-0.311
3247,-0.329
3248,-0.313
3249,-0.307
3250,-0.317
3251,-0.316
3252,-0.331
3253,-0.315
3254,-0.324
3255,-0.322
3256,-0.304
3257,-0.327
3258,-0.314
3259,-0.321
3260,-0.324
3261,-0.31
3262,-0.326
3263,-0.313
3264,-0.324
3265,-0.309
3266,-0.314
3267,-0.319
3268,-0.318
3269,-0.317
3270,-0.313
3271,-0.317
3272,-0.311
3273,-0.311
3274,-0.316
3275,-0.308
3276,-0.31
3277,-0.329
3278,-0.329
3279,-0.325
3280,-0.313
3281,-0.328
3282,-0.315
3283,-0.313
3284,-0.307
3285,-0.333
3286,-0.328
3287,-0.324
3288,-0.317
3289,-0.331
3290,-0.335
3291,-0.319
3292,-0.34
3293,-0.335
3294,-0.47
3295,0.134
3296,3.782
3297,8.295
3298,14.979
3299,23.02
3300,30.599
3301,37.93
3302,44.374
3303,50.295
3304,58.535
3305,64.491
3306,67.186
3307,75.457
3308,79.139
3309,78.169
3310,60.081
3311,57.32
3312,64.116
3313,29.903
3314,54.812
3315,25.094
3316,42.575
3317,25.497
3318,16.884
3319,14.875
3320,16.873
3321,17.482
3322,11.513
3323,14.141
3324,14.283
3325,16.629
3326,13.383
3327,12.123
3328,12.463
3329,12.08
3330,9.998
3331,6.879
3332,5.211
3333,6.104
3334,4.41
3335,4.77
3336,4.854
3337,1.546
3338,0.048
3339,-0.418
3340,-0.426
3341,-0.334
3342,-0.361
3343,-0.34
3344,-0.337
3345,-0.331
3346,-0.328
3347,-0.322
3348,-0.316
3349,-0.323
3350,-0.32
3351,-0.338
3352,-0.346
3353,-0.32
3354,-0.321
3355,-0.319
3356,-0.332
3357,-0.303
3358,-0.329
3359,-0.335
3360,-0.323
3361,-0.329
3362,-0.323
3363,-0.32
3364,-0.325
3365,-0.329
3366,-0.304
3367,-0.331
3368,-0.336
3369,-0.343
3370,-0.33
3371,-0.333
3372,-0.334
3373,-0.34
3374,-0.325
3375,-0.321
3376,-0.329
3377,-0.348
3378,-0.345
3379,-0.332
3380,-0.326
3381,-0.325
3382,-0.336
3383,-0.321
3384,-0.322
3385,-0.321
3386,-0.327
3387,-0.336
3388,-0.321
3389,-0.333
3390,-0.39
3391,-0.362
3392,0.242
3393,1.632
3394,4.132
3395,6.374
3396,11.571
3397,20.936
3398,33.731
3399,47.255
3400,54.002
3401,52.688
3402,53.389
3403,53.675
3404,70.504
3405,74.945
3406,64.569
3407,70.199
3408,66.522
3409,24.94
3410,29.259
3411,27.792
3412,30.045
3413,37.985
3414,39.033
3415,73.662
3416,75.035
3417,73.912
3418,77.116
3419,77.528
3420,75.326
3421,69.84
3422,65.7
3423,61.403
3424,56.022
3425,49.66
3426,43.318
3427,37.079
3428,30.354
3429,27.156
3430,19.233
3431,12.235
3432,7.119
3433,2.851
3434,0.435
3435,-0.391
3436,-0.466
3437,-0.34
3438,-0.343
3439,-0.32
3440,-0.324
3441,-0.319
3442,-0.326
3443,-0.334
3444,-0.333
3445,-0.305
3446,-0.319
3447,-0.328
3448,-0.321
3449,-0.329
3450,-0.338
3451,-0.342
3452,-0.323
3453,-0.321
3454,-0.314
3455,-0.323
3456,-0.321
3457,-0.325
3458,-0.309
3459,-0.313
3460,-0.32
3461,-0.317
3462,-0.318
3463,-0.324
3464,-0.317
3465,-0.319
3466,-0.318
3467,-0.331
3468,-0.319
3469,-0.325
3470,-0.333
3471,-0.341
3472,-0.32
3473,-0.32
3474,-0.342
3475,-0.325
3476,-0.335
3477,-0.341
3478,-0.339
3479,-0.33
3480,-0.326
3481,-0.339
3482,-0.337
3483,-0.331
3484,-0.322
3485,-0.339
3486,-0.417
3487,0.122
3488,2.175
3489,6.262
3490,12.914
3491,19.565
3492,24.414
3493,33.769
3494,35.357
3495,44.291
3496,47.549
3497,54.844
3498,60.874
3499,62.458
3500,68.627
3501,71.385
3502,77.172
3503,78.869
3504,79.67
3505,83.915
3506,83.634
3507,85.14
3508,84.6
3509,83.722
3510,83.959
3511,83.473
3512,82.385
3513,81.144
3514,79.436
3515,77.238
3516,74.037
3517,70.802
3518,67.672
3519,63.163
3520,58.616
3521,53.545
3522,47.14
3523,41.102
3524,32.951
3525,25.841
3526,17.677
3527,11.463
3528,3.034
3529,2.333
3530,0.488
3531,-0.307
3532,-0.452
3533,-0.334
3534,-0.346
3535,-0.34
3536,-0.332
3537,-0.343
3538,-0.348
3539,-0.328
3540,-0.318
3541,-0.31
3542,-0.32
3543,-0.336
3544,-0.333
3545,-0.331
3546,-0.322
3547,-0.325
3548,-0.32
3549,-0.318
3550,-0.313
3551,-0.334
3552,-0.311
3553,-0.336
3554,-0.315
3555,-0.311
3556,-0.32
3557,-0.318
3558,-0.31
3559,-0.319
3560,-0.313
3561,-0.326
3562,-0.317
3563,-0.332
3564,-0.327
3565,-0.325
3566,-0.322
3567,-0.315
3568,-0.326
3569,-0.308
3570,-0.326
3571,-0.333
3572,-0.339
3573,-0.328
3574,-0.317
3575,-0.333
3576,-0.344
3577,-0.342
3578,-0.329
3579,-0.325
3580,-0.341
3581,-0.33
3582,-0.447
3583,0.002
3584,1.96
3585,6.757
3586,14.181
3587,21.455
3588,28.301
3589,35.106
3590,41.398
3591,48.561
3592,53.945
3593,59.537
3594,63.637
3595,67.532
3596,71.72
3597,75.418
3598,78.025
